dia;hora_minuto;registrador;tipo_estimado;valor_clp
2026-07-21;19:34;571;DINT32_ABCD_PALAVRA_2;496
2026-07-21;19:34;580;DINT32_ABCD_PALAVRA_2;2801
2026-07-21;19:34;581;REAL32_DCBA_PALAVRA_1;1121
2026-07-21;19:34;582;REAL32_DCBA_PALAVRA_2;57
2026-07-21;19:34;586;DINT32_ABCD_PALAVRA_2;442
2026-07-21;19:34;587;DINT32_CDAB_PALAVRA_1;73
2026-07-21;19:34;588;DINT32_ABCD_PALAVRA_1;98
2026-07-21;19:34;589;DINT32_ABCD_PALAVRA_2;502
2026-07-21;19:34;590;DINT32_CDAB_PALAVRA_1;493
2026-07-21;19:34;595;DINT32_ABCD_PALAVRA_2;513
2026-07-21;19:34;599;UDINT32_ABCD_PALAVRA_2;247
2026-07-21;19:34;977;DINT32_ABCD_PALAVRA_2;492
2026-07-21;19:34;978;DINT32_CDAB_PALAVRA_1;501
2026-07-21;19:34;981;INT16/UINT16_AMBIGUO;440
2026-07-21;19:34;996;DINT32_CDAB_PALAVRA_1;2804
2026-07-21;19:34;1008;DINT32_ABCD_PALAVRA_2;15456
2026-07-21;19:34;1009;DINT32_CDAB_PALAVRA_2;6080
2026-07-21;19:34;1010;DINT32_ABCD_PALAVRA_2;15488
2026-07-21;19:34;1011;DINT32_CDAB_PALAVRA_1;6192
2026-07-21;19:34;1016;DINT32_ABCD_PALAVRA_2;350
2026-07-21;19:34;1017;REAL32_DCBA_PALAVRA_2;59
2026-07-21;19:34;1020;BYTE/ENUM/BITFIELD;57
2026-07-21;19:34;1050;INT16/UINT16_AMBIGUO;512
2026-07-21;19:34;1051;DINT32_CDAB_PALAVRA_1;2805
2026-07-21;19:34;1052;DINT32_CDAB_PALAVRA_1;1121
2026-07-21;19:34;1057;DINT32_ABCD_PALAVRA_2;98
2026-07-21;19:34;314;DINT32_ABCD_PALAVRA_2;2801
2026-07-21;19:34;315;REAL32_DCBA_PALAVRA_2;58
2026-07-21;19:34;323;REAL32_DCBA_PALAVRA_1;79
2026-07-21;19:34;326;DINT32_ABCD_PALAVRA_2;0
2026-07-21;19:34;328;DINT32_CDAB_PALAVRA_1;499
2026-07-21;19:34;341;DINT32_ABCD_PALAVRA_2;512
2026-07-21;19:34;343;DINT32_ABCD_PALAVRA_2;492
2026-07-21;19:34;354;DINT32_ABCD_PALAVRA_2;478
2026-07-21;19:34;360;DINT32_ABCD_PALAVRA_2;245
2026-07-21;19:34;361;DINT32_CDAB_PALAVRA_1;478
2026-07-21;19:34;382;DINT32_CDAB_PALAVRA_1;11776
2026-07-21;19:34;500;DINT32_ABCD_PALAVRA_2;499
2026-07-21;19:34;501;DINT32_CDAB_PALAVRA_1;494
2026-07-21;19:34;506;DINT32_CDAB_PALAVRA_1;727
2026-07-21;19:34;580;DINT32_ABCD_PALAVRA_2;2805
2026-07-21;19:34;581;REAL32_DCBA_PALAVRA_1;1126
2026-07-21;19:34;582;REAL32_DCBA_PALAVRA_2;58
2026-07-21;19:34;586;DINT32_ABCD_PALAVRA_2;478
2026-07-21;19:34;587;DINT32_CDAB_PALAVRA_1;79
2026-07-21;19:34;589;DINT32_ABCD_PALAVRA_2;499
2026-07-21;19:34;590;DINT32_CDAB_PALAVRA_1;494
2026-07-21;19:34;595;DINT32_ABCD_PALAVRA_2;514
2026-07-21;19:34;599;UDINT32_ABCD_PALAVRA_2;246
2026-07-21;19:34;977;DINT32_ABCD_PALAVRA_2;493
2026-07-21;19:34;978;DINT32_CDAB_PALAVRA_1;499
2026-07-21;19:34;996;DINT32_CDAB_PALAVRA_1;2810
2026-07-21;19:34;1121;DINT32_ABCD_PALAVRA_2;500
2026-07-21;19:34;1151;DINT32_ABCD_PALAVRA_2;500
2026-07-21;19:34;1181;DINT32_ABCD_PALAVRA_2;500
2026-07-21;19:35;314;DINT32_ABCD_PALAVRA_2;2797
2026-07-21;19:35;315;REAL32_DCBA_PALAVRA_2;57
2026-07-21;19:35;323;REAL32_DCBA_PALAVRA_1;85
2026-07-21;19:35;326;DINT32_ABCD_PALAVRA_2;100
2026-07-21;19:35;335;DINT32_CDAB_PALAVRA_1;163
2026-07-21;19:35;338;DINT32_ABCD_PALAVRA_1;3
2026-07-21;19:35;339;DINT32_CDAB_PALAVRA_1;163
2026-07-21;19:35;341;DINT32_ABCD_PALAVRA_2;513
2026-07-21;19:35;343;DINT32_ABCD_PALAVRA_2;493
2026-07-21;19:35;354;DINT32_ABCD_PALAVRA_2;514
2026-07-21;19:35;356;DINT32_ABCD_PALAVRA_2;93
2026-07-21;19:35;357;DINT32_CDAB_PALAVRA_1;51
2026-07-21;19:35;360;DINT32_ABCD_PALAVRA_2;246
2026-07-21;19:35;361;DINT32_CDAB_PALAVRA_1;479
2026-07-21;19:35;381;DINT32_ABCD_PALAVRA_2;1024
2026-07-21;19:35;382;DINT32_CDAB_PALAVRA_1;7680
2026-07-21;19:35;501;DINT32_CDAB_PALAVRA_1;493
2026-07-21;19:35;506;DINT32_CDAB_PALAVRA_1;739
2026-07-21;19:35;527;DINT32_ABCD_PALAVRA_2;236
2026-07-21;19:35;528;DINT32_CDAB_PALAVRA_1;39
2026-07-21;19:35;580;DINT32_ABCD_PALAVRA_2;2795
2026-07-21;19:35;581;REAL32_DCBA_PALAVRA_1;1133
2026-07-21;19:35;582;REAL32_DCBA_PALAVRA_2;57
2026-07-21;19:35;586;DINT32_ABCD_PALAVRA_2;514
2026-07-21;19:35;587;DINT32_CDAB_PALAVRA_1;85
2026-07-21;19:35;590;DINT32_CDAB_PALAVRA_1;493
2026-07-21;19:35;595;DINT32_ABCD_PALAVRA_2;513
2026-07-21;19:35;596;BYTE/ENUM/BITFIELD;3
2026-07-21;19:35;977;DINT32_ABCD_PALAVRA_2;494
2026-07-21;19:35;978;DINT32_CDAB_PALAVRA_1;500
2026-07-21;19:35;996;DINT32_CDAB_PALAVRA_1;2797
2026-07-21;19:35;314;DINT32_ABCD_PALAVRA_2;2798
2026-07-21;19:35;323;REAL32_DCBA_PALAVRA_1;80
2026-07-21;19:35;326;DINT32_ABCD_PALAVRA_2;0
2026-07-21;19:35;328;DINT32_CDAB_PALAVRA_1;500
2026-07-21;19:35;341;DINT32_ABCD_PALAVRA_2;514
2026-07-21;19:35;343;DINT32_ABCD_PALAVRA_2;494
2026-07-21;19:35;354;DINT32_ABCD_PALAVRA_2;481
2026-07-21;19:35;360;DINT32_ABCD_PALAVRA_2;247
2026-07-21;19:35;361;DINT32_CDAB_PALAVRA_1;480
2026-07-21;19:35;382;DINT32_CDAB_PALAVRA_1;11264
2026-07-21;19:35;500;DINT32_ABCD_PALAVRA_2;501
2026-07-21;19:35;580;DINT32_ABCD_PALAVRA_2;2802
2026-07-21;19:35;581;REAL32_DCBA_PALAVRA_1;1136
2026-07-21;19:35;586;DINT32_ABCD_PALAVRA_2;481
2026-07-21;19:35;587;DINT32_CDAB_PALAVRA_1;80
2026-07-21;19:35;589;DINT32_ABCD_PALAVRA_2;501
2026-07-21;19:35;977;DINT32_ABCD_PALAVRA_2;493
2026-07-21;19:35;978;DINT32_CDAB_PALAVRA_1;501
2026-07-21;19:35;981;INT16/UINT16_AMBIGUO;439
2026-07-21;19:35;996;DINT32_CDAB_PALAVRA_1;2801
2026-07-21;19:35;314;DINT32_ABCD_PALAVRA_2;2802
2026-07-21;19:35;323;REAL32_DCBA_PALAVRA_1;79
2026-07-21;19:35;325;DINT32_ABCD_PALAVRA_2;48
2026-07-21;19:35;328;DINT32_CDAB_PALAVRA_1;501
2026-07-21;19:35;335;DINT32_CDAB_PALAVRA_1;164
2026-07-21;19:35;338;DINT32_ABCD_PALAVRA_1;5
2026-07-21;19:35;339;DINT32_CDAB_PALAVRA_1;164
2026-07-21;19:35;354;DINT32_ABCD_PALAVRA_2;476
2026-07-21;19:35;382;DINT32_CDAB_PALAVRA_1;14592
2026-07-21;19:35;501;DINT32_CDAB_PALAVRA_1;494
2026-07-21;19:35;506;DINT32_CDAB_PALAVRA_1;742
2026-07-21;19:35;525;DINT32_ABCD_PALAVRA_2;674
2026-07-21;19:35;526;DINT32_ABCD_PALAVRA_2;4828
2026-07-21;19:35;527;DINT32_CDAB_PALAVRA_1;259
2026-07-21;19:35;528;DINT32_CDAB_PALAVRA_1;51
2026-07-21;19:35;580;DINT32_ABCD_PALAVRA_2;2801
2026-07-21;19:35;581;REAL32_DCBA_PALAVRA_1;1140
2026-07-21;19:35;582;REAL32_DCBA_PALAVRA_2;58
2026-07-21;19:35;586;DINT32_ABCD_PALAVRA_2;476
2026-07-21;19:35;587;DINT32_CDAB_PALAVRA_1;79
2026-07-21;19:35;590;DINT32_CDAB_PALAVRA_1;494
2026-07-21;19:35;595;DINT32_ABCD_PALAVRA_2;514
2026-07-21;19:35;596;BYTE/ENUM/BITFIELD;5
2026-07-21;19:35;597;DINT32_CDAB_PALAVRA_1;48
2026-07-21;19:35;599;UDINT32_ABCD_PALAVRA_2;247
2026-07-21;19:35;977;DINT32_ABCD_PALAVRA_2;494
2026-07-21;19:35;996;DINT32_CDAB_PALAVRA_1;2808
2026-07-21;19:36;314;DINT32_ABCD_PALAVRA_2;2801
2026-07-21;19:36;315;REAL32_DCBA_PALAVRA_2;58
2026-07-21;19:36;323;REAL32_DCBA_PALAVRA_1;78
2026-07-21;19:36;326;DINT32_ABCD_PALAVRA_2;100
2026-07-21;19:36;328;DINT32_CDAB_PALAVRA_1;500
2026-07-21;19:36;341;DINT32_ABCD_PALAVRA_2;513
2026-07-21;19:36;343;DINT32_ABCD_PALAVRA_2;493
2026-07-21;19:36;354;DINT32_ABCD_PALAVRA_2;473
2026-07-21;19:36;360;DINT32_ABCD_PALAVRA_2;246
2026-07-21;19:36;361;DINT32_CDAB_PALAVRA_1;479
2026-07-21;19:36;381;DINT32_ABCD_PALAVRA_2;1280
2026-07-21;19:36;382;DINT32_CDAB_PALAVRA_1;2560
2026-07-21;19:36;500;DINT32_ABCD_PALAVRA_2;500
2026-07-21;19:36;501;DINT32_CDAB_PALAVRA_1;492
2026-07-21;19:36;506;DINT32_CDAB_PALAVRA_1;743
2026-07-21;19:36;580;DINT32_ABCD_PALAVRA_2;2805
2026-07-21;19:36;581;REAL32_DCBA_PALAVRA_1;1146
2026-07-21;19:36;586;DINT32_ABCD_PALAVRA_2;473
2026-07-21;19:36;587;DINT32_CDAB_PALAVRA_1;78
2026-07-21;19:36;589;DINT32_ABCD_PALAVRA_2;500
2026-07-21;19:36;590;DINT32_CDAB_PALAVRA_1;492
2026-07-21;19:36;595;DINT32_ABCD_PALAVRA_2;512
2026-07-21;19:36;599;UDINT32_ABCD_PALAVRA_2;246
2026-07-21;19:36;977;DINT32_ABCD_PALAVRA_2;492
2026-07-21;19:36;978;DINT32_CDAB_PALAVRA_1;500
2026-07-21;19:36;981;INT16/UINT16_AMBIGUO;440
2026-07-21;19:36;996;DINT32_CDAB_PALAVRA_1;2805
2026-07-21;19:36;314;DINT32_ABCD_PALAVRA_2;2808
2026-07-21;19:36;316;DINT32_CDAB_PALAVRA_1;45
2026-07-21;19:36;323;REAL32_DCBA_PALAVRA_1;87
2026-07-21;19:36;326;DINT32_ABCD_PALAVRA_2;200
2026-07-21;19:36;354;DINT32_ABCD_PALAVRA_2;522
2026-07-21;19:36;356;DINT32_ABCD_PALAVRA_2;101
2026-07-21;19:36;357;DINT32_CDAB_PALAVRA_1;8
2026-07-21;19:36;382;DINT32_CDAB_PALAVRA_1;5888
2026-07-21;19:36;501;DINT32_CDAB_PALAVRA_1;493
2026-07-21;19:36;506;DINT32_CDAB_PALAVRA_1;744
2026-07-21;19:36;580;DINT32_ABCD_PALAVRA_2;2804
2026-07-21;19:36;581;REAL32_DCBA_PALAVRA_1;1149
2026-07-21;19:36;582;REAL32_DCBA_PALAVRA_2;57
2026-07-21;19:36;584;DINT32_CDAB_PALAVRA_1;45
2026-07-21;19:36;586;DINT32_ABCD_PALAVRA_2;522
2026-07-21;19:36;587;DINT32_CDAB_PALAVRA_1;87
2026-07-21;19:36;590;DINT32_CDAB_PALAVRA_1;493
2026-07-21;19:36;595;DINT32_ABCD_PALAVRA_2;513
2026-07-21;19:36;977;DINT32_ABCD_PALAVRA_2;493
2026-07-21;19:36;1008;DINT32_ABCD_PALAVRA_2;15448
2026-07-21;19:36;1009;DINT32_CDAB_PALAVRA_2;6224
2026-07-21;19:36;1010;DINT32_ABCD_PALAVRA_2;15480
2026-07-21;19:36;1011;DINT32_CDAB_PALAVRA_1;6336
2026-07-21;19:36;1016;DINT32_ABCD_PALAVRA_2;355
2026-07-21;19:36;1020;BYTE/ENUM/BITFIELD;58
2026-07-21;19:36;1050;INT16/UINT16_AMBIGUO;1536
2026-07-21;19:36;1051;DINT32_CDAB_PALAVRA_1;2804
2026-07-21;19:36;1052;DINT32_CDAB_PALAVRA_1;1147
2026-07-21;19:36;4;REAL32_BADC_PALAVRA_2;47809
2026-07-21;19:36;17;BYTE/ENUM/BITFIELD;176
2026-07-21;19:36;314;DINT32_ABCD_PALAVRA_2;2801
2026-07-21;19:36;323;REAL32_DCBA_PALAVRA_1;79
2026-07-21;19:36;341;DINT32_ABCD_PALAVRA_2;512
2026-07-21;19:36;343;DINT32_ABCD_PALAVRA_2;492
2026-07-21;19:36;354;DINT32_ABCD_PALAVRA_2;475
2026-07-21;19:36;361;DINT32_CDAB_PALAVRA_1;480
2026-07-21;19:36;382;DINT32_CDAB_PALAVRA_1;9472
2026-07-21;19:36;501;DINT32_CDAB_PALAVRA_1;492
2026-07-21;19:36;506;DINT32_CDAB_PALAVRA_1;745
2026-07-21;19:36;580;DINT32_ABCD_PALAVRA_2;2798
2026-07-21;19:36;581;REAL32_DCBA_PALAVRA_1;1153
2026-07-21;19:36;582;REAL32_DCBA_PALAVRA_2;58
2026-07-21;19:36;586;DINT32_ABCD_PALAVRA_2;475
2026-07-21;19:36;587;DINT32_CDAB_PALAVRA_1;79
2026-07-21;19:36;590;DINT32_CDAB_PALAVRA_1;492
2026-07-21;19:36;595;DINT32_ABCD_PALAVRA_2;512
2026-07-21;19:36;996;DINT32_CDAB_PALAVRA_1;2800
2026-07-21;19:36;435;DINT32_ABCD_PALAVRA_2;1157
2026-07-21;19:36;444;INT16/UINT16_AMBIGUO;50
2026-07-21;19:36;605;DINT32_CDAB_PALAVRA_1;164
2026-07-21;19:36;607;DINT32_ABCD_PALAVRA_2;101
2026-07-21;19:36;608;DINT32_CDAB_PALAVRA_1;8
2026-07-21;19:36;996;DINT32_CDAB_PALAVRA_1;2798
2026-07-21;19:36;314;DINT32_ABCD_PALAVRA_2;2791
2026-07-21;19:36;323;REAL32_DCBA_PALAVRA_1;78
2026-07-21;19:36;325;DINT32_ABCD_PALAVRA_2;47
2026-07-21;19:36;326;DINT32_ABCD_PALAVRA_2;0
2026-07-21;19:36;335;DINT32_CDAB_PALAVRA_1;165
2026-07-21;19:36;339;DINT32_CDAB_PALAVRA_1;165
2026-07-21;19:36;341;DINT32_ABCD_PALAVRA_2;514
2026-07-21;19:36;343;DINT32_ABCD_PALAVRA_2;494
2026-07-21;19:36;354;DINT32_ABCD_PALAVRA_2;471
2026-07-21;19:36;360;DINT32_ABCD_PALAVRA_2;247
2026-07-21;19:36;381;DINT32_ABCD_PALAVRA_2;1536
2026-07-21;19:36;382;DINT32_CDAB_PALAVRA_1;768
2026-07-21;19:36;501;DINT32_CDAB_PALAVRA_1;494
2026-07-21;19:36;525;DINT32_ABCD_PALAVRA_2;695
2026-07-21;19:36;526;DINT32_ABCD_PALAVRA_2;4743
2026-07-21;19:36;527;DINT32_CDAB_PALAVRA_1;264
2026-07-21;19:36;528;DINT32_CDAB_PALAVRA_1;55
2026-07-21;19:36;580;DINT32_ABCD_PALAVRA_2;2789
2026-07-21;19:36;581;REAL32_DCBA_PALAVRA_1;1157
2026-07-21;19:36;586;DINT32_ABCD_PALAVRA_2;471
2026-07-21;19:36;587;DINT32_CDAB_PALAVRA_1;78
2026-07-21;19:36;590;DINT32_CDAB_PALAVRA_1;494
2026-07-21;19:36;595;DINT32_ABCD_PALAVRA_2;514
2026-07-21;19:36;597;DINT32_CDAB_PALAVRA_1;47
2026-07-21;19:36;599;UDINT32_ABCD_PALAVRA_2;247
2026-07-21;19:37;1008;DINT32_ABCD_PALAVRA_2;15392
2026-07-21;19:37;1009;DINT32_CDAB_PALAVRA_2;6288
2026-07-21;19:37;1010;DINT32_ABCD_PALAVRA_2;15424
2026-07-21;19:37;1011;DINT32_CDAB_PALAVRA_1;6400
2026-07-21;19:37;1016;DINT32_ABCD_PALAVRA_2;350
2026-07-21;19:37;1050;INT16/UINT16_AMBIGUO;512
2026-07-21;19:37;1051;DINT32_CDAB_PALAVRA_1;2794
2026-07-21;19:37;1052;DINT32_CDAB_PALAVRA_1;1159
2026-07-21;19:37;4;REAL32_BADC_PALAVRA_2;47297
2026-07-21;19:37;17;BYTE/ENUM/BITFIELD;48
2026-07-21;19:37;314;DINT32_ABCD_PALAVRA_2;2798
2026-07-21;19:37;323;REAL32_DCBA_PALAVRA_1;77
2026-07-21;19:37;326;DINT32_ABCD_PALAVRA_2;200
2026-07-21;19:37;328;DINT32_CDAB_PALAVRA_1;501
2026-07-21;19:37;341;DINT32_ABCD_PALAVRA_2;512
2026-07-21;19:37;343;DINT32_ABCD_PALAVRA_2;492
2026-07-21;19:37;354;DINT32_ABCD_PALAVRA_2;463
2026-07-21;19:37;360;DINT32_ABCD_PALAVRA_2;246
2026-07-21;19:37;382;DINT32_CDAB_PALAVRA_1;4096
2026-07-21;19:37;500;DINT32_ABCD_PALAVRA_2;501
2026-07-21;19:37;501;DINT32_CDAB_PALAVRA_1;492
2026-07-21;19:37;503;BYTE/ENUM/BITFIELD;101
2026-07-21;19:37;506;DINT32_CDAB_PALAVRA_1;747
2026-07-21;19:37;580;DINT32_ABCD_PALAVRA_2;2800
2026-07-21;19:37;581;REAL32_DCBA_PALAVRA_1;1163
2026-07-21;19:37;586;DINT32_ABCD_PALAVRA_2;463
2026-07-21;19:37;587;DINT32_CDAB_PALAVRA_1;77
2026-07-21;19:37;589;DINT32_ABCD_PALAVRA_2;501
2026-07-21;19:37;590;DINT32_CDAB_PALAVRA_1;492
2026-07-21;19:37;595;DINT32_ABCD_PALAVRA_2;512
2026-07-21;19:37;599;UDINT32_ABCD_PALAVRA_2;246
2026-07-21;19:37;977;DINT32_ABCD_PALAVRA_2;492
2026-07-21;19:37;978;DINT32_CDAB_PALAVRA_1;501
2026-07-21;19:37;996;DINT32_CDAB_PALAVRA_1;2804
2026-07-21;19:37;314;DINT32_ABCD_PALAVRA_2;2802
2026-07-21;19:37;315;REAL32_DCBA_PALAVRA_2;57
2026-07-21;19:37;323;REAL32_DCBA_PALAVRA_1;83
2026-07-21;19:37;354;DINT32_ABCD_PALAVRA_2;498
2026-07-21;19:37;356;DINT32_ABCD_PALAVRA_2;98
2026-07-21;19:37;357;DINT32_CDAB_PALAVRA_1;48
2026-07-21;19:37;382;DINT32_CDAB_PALAVRA_1;7424
2026-07-21;19:37;501;DINT32_CDAB_PALAVRA_1;493
2026-07-21;19:37;506;DINT32_CDAB_PALAVRA_1;748
2026-07-21;19:37;580;DINT32_ABCD_PALAVRA_2;2801
2026-07-21;19:37;586;DINT32_ABCD_PALAVRA_2;498
2026-07-21;19:37;587;DINT32_CDAB_PALAVRA_1;83
2026-07-21;19:37;590;DINT32_CDAB_PALAVRA_1;493
2026-07-21;19:37;595;DINT32_ABCD_PALAVRA_2;513
2026-07-21;19:37;977;DINT32_ABCD_PALAVRA_2;494
2026-07-21;19:37;996;DINT32_CDAB_PALAVRA_1;2802
2026-07-21;19:37;314;DINT32_ABCD_PALAVRA_2;2804
2026-07-21;19:37;315;REAL32_DCBA_PALAVRA_2;58
2026-07-21;19:37;323;REAL32_DCBA_PALAVRA_1;77
2026-07-21;19:37;326;DINT32_ABCD_PALAVRA_2;0
2026-07-21;19:37;341;DINT32_ABCD_PALAVRA_2;514
2026-07-21;19:37;343;DINT32_ABCD_PALAVRA_2;494
2026-07-21;19:37;354;DINT32_ABCD_PALAVRA_2;466
2026-07-21;19:37;360;DINT32_ABCD_PALAVRA_2;247
2026-07-21;19:37;382;DINT32_CDAB_PALAVRA_1;11008
2026-07-21;19:37;580;DINT32_ABCD_PALAVRA_2;2802
2026-07-21;19:37;581;REAL32_DCBA_PALAVRA_1;1171
2026-07-21;19:37;586;DINT32_ABCD_PALAVRA_2;499
2026-07-21;19:37;977;DINT32_ABCD_PALAVRA_2;493
2026-07-21;19:37;996;DINT32_CDAB_PALAVRA_1;2804
2026-07-21;19:37;314;DINT32_ABCD_PALAVRA_2;2807
2026-07-21;19:37;316;DINT32_CDAB_PALAVRA_1;44
2026-07-21;19:37;323;REAL32_DCBA_PALAVRA_1;83
2026-07-21;19:37;326;DINT32_ABCD_PALAVRA_2;100
2026-07-21;19:37;341;DINT32_ABCD_PALAVRA_2;512
2026-07-21;19:37;343;DINT32_ABCD_PALAVRA_2;492
2026-07-21;19:37;354;DINT32_ABCD_PALAVRA_2;499
2026-07-21;19:37;360;DINT32_ABCD_PALAVRA_2;246
2026-07-21;19:37;382;DINT32_CDAB_PALAVRA_1;14336
2026-07-21;19:37;501;DINT32_CDAB_PALAVRA_1;492
2026-07-21;19:37;525;DINT32_ABCD_PALAVRA_2;707
2026-07-21;19:37;526;DINT32_ABCD_PALAVRA_2;4695
2026-07-21;19:37;527;DINT32_CDAB_PALAVRA_1;267
2026-07-21;19:37;528;DINT32_CDAB_PALAVRA_1;57
2026-07-21;19:37;580;DINT32_ABCD_PALAVRA_2;2805
2026-07-21;19:37;584;DINT32_CDAB_PALAVRA_1;44
2026-07-21;19:37;586;DINT32_ABCD_PALAVRA_2;498
2026-07-21;19:37;590;DINT32_CDAB_PALAVRA_1;492
2026-07-21;19:37;595;DINT32_ABCD_PALAVRA_2;512
2026-07-21;19:37;597;DINT32_CDAB_PALAVRA_1;46
2026-07-21;19:37;996;DINT32_CDAB_PALAVRA_1;2810
2026-07-21;19:38;323;REAL32_DCBA_PALAVRA_1;86
2026-07-21;19:38;325;DINT32_ABCD_PALAVRA_2;46
2026-07-21;19:38;335;DINT32_CDAB_PALAVRA_1;166
2026-07-21;19:38;339;DINT32_CDAB_PALAVRA_1;166
2026-07-21;19:38;341;DINT32_ABCD_PALAVRA_2;513
2026-07-21;19:38;343;DINT32_ABCD_PALAVRA_2;493
2026-07-21;19:38;350;INT16/UINT16_AMBIGUO;2
2026-07-21;19:38;354;DINT32_ABCD_PALAVRA_2;517
2026-07-21;19:38;361;DINT32_CDAB_PALAVRA_1;479
2026-07-21;19:38;381;DINT32_ABCD_PALAVRA_2;1792
2026-07-21;19:38;382;DINT32_CDAB_PALAVRA_1;2304
2026-07-21;19:38;506;DINT32_CDAB_PALAVRA_1;749
2026-07-21;19:38;580;DINT32_ABCD_PALAVRA_2;2807
2026-07-21;19:38;581;REAL32_DCBA_PALAVRA_1;1178
2026-07-21;19:38;586;DINT32_ABCD_PALAVRA_2;517
2026-07-21;19:38;587;DINT32_CDAB_PALAVRA_1;86
2026-07-21;19:38;977;DINT32_ABCD_PALAVRA_2;492
2026-07-21;19:38;996;DINT32_CDAB_PALAVRA_1;2797
2026-07-21;19:38;314;DINT32_ABCD_PALAVRA_2;2801
2026-07-21;19:38;323;REAL32_DCBA_PALAVRA_1;88
2026-07-21;19:38;326;DINT32_ABCD_PALAVRA_2;0
2026-07-21;19:38;328;DINT32_CDAB_PALAVRA_1;502
2026-07-21;19:38;350;INT16/UINT16_AMBIGUO;28
2026-07-21;19:38;354;DINT32_ABCD_PALAVRA_2;528
2026-07-21;19:38;360;DINT32_ABCD_PALAVRA_2;247
2026-07-21;19:38;361;DINT32_CDAB_PALAVRA_1;481
2026-07-21;19:38;382;DINT32_CDAB_PALAVRA_1;5632
2026-07-21;19:38;500;DINT32_ABCD_PALAVRA_2;502
2026-07-21;19:38;501;DINT32_CDAB_PALAVRA_1;494
2026-07-21;19:38;580;DINT32_ABCD_PALAVRA_2;2800
2026-07-21;19:38;586;DINT32_ABCD_PALAVRA_2;528
2026-07-21;19:38;587;DINT32_CDAB_PALAVRA_1;88
2026-07-21;19:38;589;DINT32_ABCD_PALAVRA_2;502
2026-07-21;19:38;590;DINT32_CDAB_PALAVRA_1;494
2026-07-21;19:38;595;DINT32_ABCD_PALAVRA_2;514
2026-07-21;19:38;599;UDINT32_ABCD_PALAVRA_2;247
2026-07-21;19:38;1008;DINT32_ABCD_PALAVRA_2;15384
2026-07-21;19:38;1009;DINT32_CDAB_PALAVRA_2;6392
2026-07-21;19:38;1010;DINT32_ABCD_PALAVRA_2;15416
2026-07-21;19:38;1011;DINT32_CDAB_PALAVRA_1;6504
2026-07-21;19:38;1016;DINT32_ABCD_PALAVRA_2;354
2026-07-21;19:38;1020;BYTE/ENUM/BITFIELD;57
2026-07-21;19:38;1051;DINT32_CDAB_PALAVRA_1;2792
2026-07-21;19:38;1052;DINT32_CDAB_PALAVRA_1;1178
2026-07-21;19:38;4;REAL32_BADC_PALAVRA_2;47809
2026-07-21;19:38;17;BYTE/ENUM/BITFIELD;176
2026-07-21;19:38;314;DINT32_ABCD_PALAVRA_2;2798
2026-07-21;19:38;323;REAL32_DCBA_PALAVRA_1;80
2026-07-21;19:38;354;DINT32_ABCD_PALAVRA_2;481
2026-07-21;19:38;356;DINT32_ABCD_PALAVRA_2;101
2026-07-21;19:38;357;DINT32_CDAB_PALAVRA_1;54
2026-07-21;19:38;382;DINT32_CDAB_PALAVRA_1;8960
2026-07-21;19:38;501;DINT32_CDAB_PALAVRA_1;493
2026-07-21;19:38;506;DINT32_CDAB_PALAVRA_1;750
2026-07-21;19:38;580;DINT32_ABCD_PALAVRA_2;2797
2026-07-21;19:38;581;REAL32_DCBA_PALAVRA_1;1179
2026-07-21;19:38;586;DINT32_ABCD_PALAVRA_2;481
2026-07-21;19:38;587;DINT32_CDAB_PALAVRA_1;80
2026-07-21;19:38;590;DINT32_CDAB_PALAVRA_1;493
2026-07-21;19:38;595;DINT32_ABCD_PALAVRA_2;513
2026-07-21;19:38;977;DINT32_ABCD_PALAVRA_2;447
2026-07-21;19:38;978;DINT32_CDAB_PALAVRA_1;489
2026-07-21;19:38;996;DINT32_CDAB_PALAVRA_1;2792
2026-07-21;19:38;1121;DINT32_CDAB_PALAVRA_1;450
2026-07-21;19:38;1151;DINT32_CDAB_PALAVRA_1;450
2026-07-21;19:38;1181;DINT32_CDAB_PALAVRA_1;450
2026-07-21;19:38;314;DINT32_ABCD_PALAVRA_2;2794
2026-07-21;19:38;323;REAL32_DCBA_PALAVRA_1;77
2026-07-21;19:38;327;DINT32_ABCD_PALAVRA_1;89
2026-07-21;19:38;328;DINT32_CDAB_PALAVRA_1;490
2026-07-21;19:38;341;DINT32_ABCD_PALAVRA_2;467
2026-07-21;19:38;343;DINT32_ABCD_PALAVRA_2;448
2026-07-21;19:38;354;DINT32_ABCD_PALAVRA_2;466
2026-07-21;19:38;355;DINT32_CDAB_PALAVRA_2;3
2026-07-21;19:38;360;DINT32_ABCD_PALAVRA_2;219
2026-07-21;19:38;361;DINT32_CDAB_PALAVRA_1;468
2026-07-21;19:38;382;DINT32_CDAB_PALAVRA_1;12544
2026-07-21;19:38;500;DINT32_ABCD_PALAVRA_2;491
2026-07-21;19:38;501;DINT32_CDAB_PALAVRA_1;448
2026-07-21;19:38;506;DINT32_CDAB_PALAVRA_1;747
2026-07-21;19:38;508;DINT32_CDAB_PALAVRA_1;450
2026-07-21;19:38;521;DINT32_ABCD_PALAVRA_2;450
2026-07-21;19:38;571;DINT32_CDAB_PALAVRA_1;450
2026-07-21;19:38;580;DINT32_ABCD_PALAVRA_2;2794
